customer_id,age,monthly_bill,total_usage,contract_type,churn
2080,32,128.78,26.25,Two Year,0
2081,26,102.96,26.99,One Year,0
2082,32,169.17,4.89,Two Year,0
2083,66,169.32,31.24,Month-to-Month,0
2084,74,147.69,74.72,Month-to-Month,1
2085,41,38.97,5.7,One Year,0
2086,21,170.99,22.71,Two Year,0
2087,29,140.78,70.92,Two Year,0
2088,76,145.46,78.48,One Year,0
2089,75,85.34,46.08,One Year,1
2090,54,178.27,70.11,Two Year,0
2091,78,150.57,39.41,One Year,0
2092,54,40.27,16.83,Month-to-Month,1
2093,60,93.4,40.42,Two Year,0
2094,77,179.55,58.42,One Year,0
2095,23,28.5,94.86,One Year,0
2096,56,193.05,7.81,One Year,1
2097,73,142.25,51.23,Two Year,1
2098,63,133.65,33.56,Month-to-Month,0
2099,41,68.7,51.32,Month-to-Month,0
2100,28,64.78,3.37,Two Year,1
2101,79,189.57,31.99,One Year,0
2102,30,73.69,82.17,Two Year,1
2103,51,159.59,55.84,Two Year,0
2104,42,90.76,45.61,One Year,0
2105,24,45.07,29.27,Two Year,0
2106,69,21.93,30.51,Month-to-Month,0
2107,21,117.97,38.93,Two Year,0
2108,76,195.64,83.72,One Year,1
2109,25,86.44,96.75,Two Year,0
2110,37,84.29,44.43,Month-to-Month,1
2111,46,81.94,39.94,Two Year,0
2112,71,113.7,84.81,Two Year,0
2113,70,99.32,43.26,Two Year,1
2114,68,178.38,55.65,Two Year,0
2115,62,110.99,23.86,One Year,0
2116,63,111.4,74.61,Month-to-Month,0
2117,27,44.91,53.67,Month-to-Month,0
2118,60,196.89,81.09,Month-to-Month,0
2119,51,65.0,78.29,Two Year,1
2120,74,33.21,22.29,Month-to-Month,1
2121,43,139.37,71.85,One Year,0
2122,58,127.17,80.21,Two Year,0
2123,66,94.73,35.26,Two Year,0
2124,75,95.99,18.09,Month-to-Month,0
2125,20,161.31,1.26,Two Year,0
2126,73,55.23,45.64,Two Year,1
2127,23,167.65,35.89,Month-to-Month,0
2128,22,136.77,55.94,One Year,0
2129,22,95.41,19.62,One Year,1
2130,71,102.45,86.11,Month-to-Month,0
2131,64,66.2,26.52,One Year,1
2132,40,155.38,23.42,One Year,0
2133,66,112.32,48.59,One Year,0
2134,26,77.75,50.39,Two Year,1
2135,52,127.29,22.29,Two Year,0
2136,37,199.23,27.91,Two Year,1
2137,75,98.35,17.8,One Year,1
2138,66,185.72,72.13,Two Year,0
2139,78,82.1,77.24,One Year,0
2140,76,29.85,46.77,Month-to-Month,0
2141,59,56.76,71.69,One Year,1
2142,52,95.37,73.86,Two Year,0
2143,67,59.53,14.69,One Year,0
2144,35,20.04,96.65,Two Year,0
2145,79,184.7,82.28,Two Year,0
2146,34,171.9,21.24,Month-to-Month,1
2147,41,153.61,19.43,Month-to-Month,1
2148,20,50.21,13.44,Two Year,1
2149,49,41.67,14.7,One Year,0
2150,52,32.17,75.07,Month-to-Month,0
2151,55,150.33,47.5,Month-to-Month,0
2152,30,187.19,78.51,Two Year,0
2153,73,97.5,74.88,One Year,0
2154,78,41.45,60.86,Month-to-Month,1
2155,64,112.23,68.95,Month-to-Month,1
2156,42,82.79,2.82,One Year,1
2157,26,87.47,31.87,Month-to-Month,1
2158,21,131.84,64.14,One Year,1
2159,31,149.37,1.93,Two Year,0
2160,54,39.91,4.26,Month-to-Month,1
2161,51,26.41,85.34,Two Year,0
2162,28,198.98,68.72,One Year,0
2163,58,61.89,27.27,Two Year,0
2164,73,29.69,69.11,Two Year,0
2165,20,54.18,79.45,Two Year,0
2166,76,27.01,31.37,One Year,0
2167,45,90.53,4.57,One Year,0
2168,46,164.43,93.35,One Year,1
2169,26,81.42,35.17,One Year,1
2170,20,99.95,11.54,One Year,0
2171,42,141.61,49.69,Month-to-Month,0
2172,51,111.6,77.08,Month-to-Month,0
2173,29,175.06,22.94,Month-to-Month,0
2174,59,175.89,27.68,Two Year,0
2175,26,21.78,25.03,Two Year,1
2176,32,160.05,99.18,One Year,0
2177,57,102.93,20.54,One Year,0
2178,42,197.99,57.98,Month-to-Month,0
2179,22,106.98,92.6,One Year,0
2180,28,197.64,15.54,Two Year,0
2181,76,155.82,97.11,One Year,0
2182,51,64.75,94.8,Month-to-Month,1
2183,41,116.91,88.57,One Year,0
2184,77,198.58,22.24,Two Year,0
2185,32,174.36,63.77,Month-to-Month,0
2186,55,37.53,76.33,One Year,0
2187,25,147.15,98.62,Two Year,0
2188,76,82.2,18.86,Month-to-Month,0
2189,22,21.26,76.84,Month-to-Month,0
2190,65,92.63,34.54,Two Year,0
2191,43,62.26,18.39,One Year,0
2192,35,167.4,42.72,One Year,0
2193,23,80.72,79.59,One Year,0
2194,54,168.95,47.02,Month-to-Month,0
2195,77,20.11,54.21,Month-to-Month,0
2196,65,75.41,99.52,One Year,0
2197,30,63.41,40.51,Month-to-Month,0
2198,45,62.04,61.92,Month-to-Month,0
2199,22,32.27,37.16,Two Year,0
2200,30,53.68,39.89,One Year,0
2201,34,120.0,69.87,One Year,0
2202,67,72.44,93.85,One Year,1
2203,57,95.13,54.69,Month-to-Month,0
2204,62,87.84,77.07,Month-to-Month,1
2205,49,177.66,9.83,Month-to-Month,1
2206,79,182.95,21.9,One Year,1
2207,46,108.73,50.71,Month-to-Month,0
2208,68,79.43,2.98,One Year,0
2209,75,39.22,26.03,Month-to-Month,0
2210,20,191.61,52.22,One Year,0
2211,73,30.84,2.48,Two Year,0
2212,57,73.58,27.19,Month-to-Month,1
2213,51,73.65,51.89,One Year,0
2214,57,77.67,57.74,Two Year,0
2215,44,49.57,92.65,Two Year,0
2216,30,160.97,64.89,Month-to-Month,0
2217,62,42.05,42.06,One Year,0
2218,50,134.28,93.1,Month-to-Month,0
2219,23,42.29,78.7,Two Year,0
2220,41,32.7,20.8,Month-to-Month,0
2221,36,183.7,13.95,One Year,1
2222,33,54.22,67.91,Two Year,1
2223,57,167.83,56.43,Month-to-Month,0
2224,45,118.03,79.18,Month-to-Month,1
2225,50,34.01,74.14,Month-to-Month,0
2226,76,191.98,62.9,Month-to-Month,0
2227,76,64.45,98.65,Month-to-Month,0
2228,65,174.74,53.83,Two Year,0
2229,58,50.39,12.2,Two Year,0
2230,30,173.71,83.0,One Year,0
2231,60,22.38,25.93,Month-to-Month,0
2232,62,112.12,77.95,One Year,0
2233,42,158.5,95.75,Two Year,0
2234,70,188.26,69.98,Month-to-Month,0
2235,59,183.66,60.01,One Year,0
2236,53,167.53,46.58,Month-to-Month,1
2237,44,179.87,37.08,Month-to-Month,0
2238,55,55.86,35.95,One Year,0
2239,77,71.15,64.0,Two Year,0
2240,24,72.01,75.38,One Year,0
2241,22,87.87,68.17,One Year,0
2242,60,90.8,20.64,One Year,0
2243,62,118.02,49.9,Month-to-Month,0
2244,75,48.78,79.37,Two Year,0
2245,74,144.42,48.09,Two Year,0
2246,68,50.16,54.13,Month-to-Month,0
2247,48,75.86,77.34,Two Year,1
2248,40,110.6,66.47,One Year,0
2249,59,163.36,41.53,Two Year,0
2250,27,153.1,89.65,Month-to-Month,0
2251,49,136.2,17.09,Two Year,1
2252,60,48.04,99.56,Month-to-Month,0
2253,70,118.47,12.77,One Year,0
2254,47,35.74,2.48,Month-to-Month,0
2255,56,87.93,89.11,Two Year,0
2256,48,94.43,25.25,One Year,1
2257,35,27.17,73.24,Two Year,0
2258,53,69.32,81.29,Month-to-Month,0
2259,19,192.02,86.04,One Year,1
2260,31,191.65,99.17,Month-to-Month,1
2261,30,83.42,30.11,Two Year,0
2262,46,27.76,71.31,Month-to-Month,0
2263,29,52.24,12.42,Two Year,0
2264,56,90.6,41.27,Two Year,0
2265,19,190.6,84.95,One Year,1
2266,49,45.42,37.4,One Year,0
2267,30,157.43,59.52,Month-to-Month,0
2268,63,39.56,50.87,Two Year,0
2269,44,196.63,64.95,Two Year,0
2270,66,88.69,97.32,One Year,0
2271,58,159.54,6.52,One Year,0
2272,34,81.67,57.82,One Year,0
2273,57,132.98,86.44,One Year,0
2274,48,54.56,48.66,Month-to-Month,1
2275,51,46.28,8.77,Month-to-Month,0
2276,77,188.85,56.49,Month-to-Month,0
2277,41,185.18,33.88,Month-to-Month,0
2278,62,179.74,16.34,One Year,0
2279,52,132.58,85.05,Month-to-Month,0
2280,65,165.49,52.64,Month-to-Month,0
2281,23,32.43,93.39,Month-to-Month,0
2282,36,80.26,80.8,One Year,0
2283,47,76.47,69.6,Two Year,0
2284,24,134.42,1.5,One Year,0
2285,27,84.07,43.35,Two Year,1
2286,58,46.73,20.55,Two Year,0
2287,49,127.36,91.17,Month-to-Month,1
2288,51,166.59,18.28,Month-to-Month,1
2289,45,88.78,29.32,Month-to-Month,0
2290,77,43.81,52.17,One Year,0
2291,32,55.4,27.07,One Year,0
2292,47,62.75,21.78,Month-to-Month,0
2293,54,73.98,60.31,One Year,0
2294,46,135.7,9.8,One Year,0
2295,39,128.17,6.76,Two Year,0
2296,21,145.29,37.85,One Year,0
2297,37,85.25,72.35,Two Year,0
2298,49,168.32,55.93,Month-to-Month,0
2299,53,56.74,42.86,One Year,0
2300,67,104.43,57.01,Two Year,0
2301,21,164.17,37.18,One Year,0
2302,44,52.43,93.68,Two Year,0
2303,34,39.78,6.44,Two Year,0
2304,29,179.06,67.67,One Year,0
2305,39,81.73,89.24,Month-to-Month,0
2306,34,143.1,80.58,Two Year,0
2307,27,24.56,19.22,Month-to-Month,1
2308,71,144.21,30.3,One Year,1
2309,18,76.9,71.99,One Year,0
2310,39,30.03,9.34,Month-to-Month,0
2311,43,129.77,81.37,One Year,0
2312,73,63.34,72.17,Two Year,0
2313,76,89.63,73.23,Month-to-Month,0
2314,35,34.5,10.92,One Year,0
2315,67,46.49,72.06,One Year,0
2316,31,73.64,68.3,Month-to-Month,0
2317,64,36.16,83.26,Two Year,0
2318,46,183.95,5.12,Month-to-Month,0
2319,29,21.09,3.29,One Year,0
2320,53,107.09,37.93,One Year,0
2321,76,42.18,15.73,Month-to-Month,0
2322,52,75.38,56.28,Two Year,0
2323,69,186.69,91.82,Two Year,0
2324,78,49.11,39.76,Two Year,0
2325,29,193.85,84.65,Month-to-Month,0
2326,24,57.04,1.02,Two Year,0
2327,46,153.48,17.68,Two Year,0
2328,28,118.4,4.01,Two Year,0
2329,50,179.21,33.49,Two Year,0
2330,23,119.72,90.91,One Year,0
2331,64,116.22,10.6,Month-to-Month,0
2332,32,55.18,61.03,Month-to-Month,0
2333,49,49.92,45.7,Two Year,0
2334,68,184.97,93.91,Month-to-Month,0
2335,28,79.01,13.13,Month-to-Month,0
2336,75,86.97,21.99,One Year,0
2337,40,156.77,3.92,Month-to-Month,0
2338,43,80.99,43.96,One Year,0
2339,51,191.37,28.51,Month-to-Month,1
2340,63,152.83,87.12,One Year,0
2341,51,127.54,60.89,One Year,0
2342,46,178.56,61.79,Month-to-Month,0
2343,21,28.93,53.66,One Year,0
2344,34,66.27,10.09,One Year,0
2345,52,103.71,45.06,Month-to-Month,0
2346,30,60.86,99.95,One Year,0
2347,58,153.9,83.69,One Year,0
2348,56,185.46,89.45,One Year,1
2349,32,96.28,82.5,One Year,0
2350,72,81.58,11.2,One Year,0
2351,46,193.08,23.52,Two Year,0
2352,46,100.07,1.31,One Year,0
2353,28,108.03,31.05,One Year,0
2354,69,83.3,11.75,One Year,0
2355,49,183.72,47.81,One Year,0
2356,19,122.41,68.04,Month-to-Month,0
2357,64,157.19,87.58,Two Year,0
2358,31,166.13,75.17,Month-to-Month,0
2359,37,81.53,93.92,Two Year,0
2360,39,98.06,6.34,One Year,0
2361,28,172.72,2.21,One Year,0
2362,44,85.39,66.47,Two Year,0
2363,20,162.91,29.65,Two Year,0
2364,34,189.38,26.1,Month-to-Month,0
2365,79,132.18,33.76,Two Year,1
2366,61,153.49,27.71,One Year,0
2367,73,164.92,51.63,Month-to-Month,0
2368,45,172.11,44.57,Two Year,0
2369,46,91.11,51.73,Two Year,1
2370,38,29.23,67.6,Month-to-Month,0
2371,64,92.34,39.33,Two Year,0
2372,33,141.28,25.88,One Year,1
2373,54,101.06,17.45,Month-to-Month,1
2374,76,154.81,35.6,Two Year,0
2375,37,84.26,74.44,One Year,1
2376,23,134.25,75.91,Two Year,0
2377,36,53.56,67.02,Month-to-Month,0
2378,74,154.89,24.17,Two Year,0
2379,22,118.23,59.22,Two Year,1
2380,20,56.73,57.5,Two Year,0
2381,76,72.54,48.94,One Year,0
2382,18,154.75,55.45,One Year,1
2383,75,106.87,49.69,Two Year,0
2384,77,58.89,56.98,Two Year,0
2385,55,194.11,71.84,Month-to-Month,0
2386,32,148.72,11.85,Two Year,0
2387,51,192.28,75.21,Month-to-Month,0
2388,78,96.88,14.45,One Year,1
2389,52,105.52,7.6,Two Year,0
2390,66,181.63,97.63,Month-to-Month,0
2391,42,114.51,95.74,One Year,0
2392,41,147.31,6.98,Month-to-Month,0
2393,29,65.39,44.88,One Year,0
2394,35,100.41,19.44,Two Year,0
2395,32,42.22,49.05,Month-to-Month,0
2396,61,57.08,83.19,Two Year,1
2397,33,20.17,95.11,Month-to-Month,0
2398,44,27.07,63.79,One Year,0
2399,25,195.91,36.04,Month-to-Month,1
2400,77,63.62,60.73,Month-to-Month,0
2401,63,139.4,31.89,Two Year,0
2402,42,171.04,91.07,Two Year,1
2403,34,119.12,87.17,Two Year,0
2404,46,47.57,56.26,One Year,0
2405,70,151.06,33.16,Two Year,0
2406,25,128.05,30.05,Month-to-Month,0
2407,32,151.63,4.31,One Year,0
2408,44,158.55,81.77,Two Year,0
2409,63,195.57,45.59,Month-to-Month,0
2410,67,123.24,33.19,Month-to-Month,0
2411,69,81.5,47.64,One Year,0
2412,24,136.72,82.06,Month-to-Month,0
2413,20,32.32,13.34,Two Year,0
2414,46,181.53,85.91,Month-to-Month,0
2415,61,41.49,89.85,Two Year,0
2416,70,79.01,94.72,Two Year,0
2417,41,166.83,40.35,One Year,0
2418,77,127.52,22.5,Month-to-Month,0
2419,75,90.85,37.99,One Year,0
2420,20,105.22,33.96,One Year,1
2421,37,173.82,18.44,One Year,0
2422,63,81.2,61.12,Two Year,0
2423,32,176.54,48.19,Two Year,0
2424,42,35.86,86.7,Two Year,0
2425,47,159.82,4.18,Two Year,0
2426,31,172.56,64.74,Month-to-Month,0
2427,24,52.73,76.53,Month-to-Month,1
2428,34,97.46,76.19,Two Year,0
2429,79,49.79,88.72,Two Year,0
2430,61,147.19,73.17,Month-to-Month,1
2431,37,116.36,92.85,One Year,0
2432,53,134.36,33.93,One Year,0
2433,26,55.37,50.82,Two Year,1
2434,55,58.11,2.39,One Year,0
2435,65,27.47,1.69,Two Year,0
2436,74,77.97,24.77,Two Year,1
2437,77,120.75,10.98,Two Year,0
2438,39,174.43,26.76,Month-to-Month,1
2439,71,140.05,18.53,One Year,0
2440,70,98.37,3.82,Month-to-Month,0
2441,70,191.56,91.02,One Year,0
2442,19,149.46,1.81,Month-to-Month,0
2443,41,187.43,73.87,Month-to-Month,0
2444,25,114.97,16.06,Two Year,0
2445,28,66.6,91.31,Two Year,0
2446,30,29.51,89.39,Month-to-Month,0
2447,34,150.7,65.74,One Year,0
2448,25,41.83,67.55,One Year,0
2449,38,74.5,1.53,Two Year,0
2450,35,115.84,98.5,Two Year,0
2451,47,121.59,87.91,One Year,1
2452,35,128.1,89.62,One Year,0
2453,63,49.93,66.27,One Year,0
2454,64,88.35,35.13,Two Year,1
2455,48,131.09,89.47,One Year,0
2456,55,194.57,29.86,Two Year,0
2457,49,150.97,56.71,Month-to-Month,0
2458,28,186.07,10.87,Month-to-Month,1
2459,62,157.2,92.27,Month-to-Month,0
2460,42,126.51,14.94,One Year,1
2461,50,54.56,23.26,Two Year,1
2462,77,140.0,56.26,One Year,0
2463,55,132.21,76.65,Two Year,0
2464,58,128.44,62.32,One Year,0
2465,25,108.16,23.98,Month-to-Month,0
2466,28,115.16,1.09,Two Year,0
2467,39,80.2,75.96,One Year,1
2468,68,113.48,98.54,Two Year,0
2469,41,55.56,81.18,Two Year,0
2470,58,164.93,46.56,One Year,0
2471,34,53.44,90.47,One Year,0
2472,29,35.29,41.57,Two Year,0
2473,74,98.52,52.97,Two Year,0
2474,63,138.5,48.24,Month-to-Month,0
2475,49,98.79,45.31,Two Year,0
2476,32,69.82,77.74,Month-to-Month,1
2477,33,120.47,53.15,Month-to-Month,0
2478,71,82.46,32.35,Month-to-Month,0
2479,39,187.92,26.56,Two Year,0
2480,45,186.08,4.74,Month-to-Month,0
2481,37,110.43,58.74,Two Year,0
2482,50,79.02,23.77,Two Year,0
2483,27,152.68,15.67,One Year,1
2484,57,26.61,65.73,Two Year,0
2485,49,105.46,68.44,Two Year,0
2486,67,80.54,75.46,Month-to-Month,0
2487,77,185.7,50.85,Two Year,1
2488,50,22.16,89.51,Two Year,0
2489,19,119.51,93.7,One Year,0
2490,50,153.32,80.93,One Year,0
2491,50,107.3,63.92,Month-to-Month,1
2492,58,35.37,31.07,Month-to-Month,1
2493,30,195.04,98.31,One Year,0
2494,47,113.24,28.14,One Year,0
2495,50,130.55,21.06,Two Year,0
2496,30,62.59,44.77,Month-to-Month,1
2497,69,107.03,6.63,Month-to-Month,1
2498,43,97.25,97.87,Two Year,1
2499,39,33.48,59.25,Two Year,1
2500,56,39.11,56.14,Month-to-Month,1
2501,19,170.75,65.92,One Year,0
2502,55,63.17,50.21,One Year,1
2503,56,55.09,4.17,Two Year,0
2504,43,110.88,61.62,Month-to-Month,1
2505,63,158.37,71.9,Two Year,0
2506,75,31.15,42.26,One Year,0
2507,67,123.83,75.97,One Year,0
2508,32,41.46,23.47,Two Year,0
2509,51,26.56,22.91,One Year,0
2510,59,29.49,16.98,Month-to-Month,0
2511,72,170.15,37.83,Two Year,0
2512,61,41.24,84.85,Two Year,0
2513,66,28.13,82.96,Two Year,0
2514,57,98.82,38.9,One Year,0
2515,28,171.92,59.32,Month-to-Month,1
2516,78,67.23,72.36,Two Year,0
2517,20,95.91,24.88,Two Year,0
2518,76,27.19,17.65,One Year,0
2519,23,100.83,97.24,Month-to-Month,0
2520,26,123.97,62.14,Two Year,0
2521,23,122.76,98.16,One Year,0
2522,26,79.84,34.44,Two Year,0
2523,56,76.8,70.6,One Year,0
2524,48,39.19,23.04,Month-to-Month,0
2525,49,86.02,26.86,One Year,0
2526,58,37.91,51.68,Two Year,0
2527,67,157.99,32.64,Two Year,1
2528,29,193.93,17.59,One Year,0
2529,25,194.61,27.03,Month-to-Month,0
2530,25,175.71,4.54,Month-to-Month,0
2531,67,128.14,70.74,Two Year,0
2532,45,146.16,49.72,Two Year,0
2533,79,71.34,10.33,One Year,0
2534,37,133.54,18.0,One Year,0
2535,79,102.02,11.15,One Year,0
2536,64,106.76,61.65,Month-to-Month,0
2537,76,156.4,10.33,Month-to-Month,0
2538,24,70.75,75.67,Two Year,0
2539,28,77.25,3.03,Two Year,1
2540,37,186.44,25.69,Two Year,0
2541,33,30.12,89.18,One Year,0
2542,21,107.41,72.13,Month-to-Month,0
2543,23,184.3,8.22,Two Year,0
2544,75,129.87,82.29,Two Year,0
2545,39,118.35,49.81,Two Year,0
2546,43,64.95,84.83,Two Year,1
2547,20,81.79,60.47,Two Year,0
2548,58,173.37,68.5,Two Year,0
2549,77,120.66,99.36,Month-to-Month,0
2550,59,112.65,24.0,Two Year,1
2551,31,37.92,62.77,Month-to-Month,0
2552,28,22.89,46.57,One Year,0
2553,35,193.46,4.91,Month-to-Month,0
2554,71,87.86,2.43,One Year,0
2555,29,128.58,12.8,Month-to-Month,0
2556,40,34.35,65.26,Month-to-Month,1
2557,29,142.96,57.15,Two Year,0
2558,30,187.86,55.79,Month-to-Month,0
2559,42,123.62,4.15,Month-to-Month,1
2560,62,42.7,47.46,Two Year,0
2561,68,124.71,92.54,One Year,0
2562,75,157.94,40.36,Two Year,0
2563,36,93.15,62.87,Two Year,0
2564,72,178.37,78.2,Two Year,0
2565,63,136.76,78.61,One Year,0
2566,53,181.86,52.41,Month-to-Month,1
2567,62,132.23,85.94,Month-to-Month,1
2568,25,43.63,39.75,Two Year,0
2569,46,75.74,88.98,Two Year,0
2570,72,56.32,24.78,Month-to-Month,0
2571,70,183.59,28.74,Month-to-Month,0
2572,72,156.87,6.26,Month-to-Month,0
2573,49,141.75,79.76,One Year,0
2574,68,74.17,42.29,One Year,0
2575,61,53.13,23.68,Two Year,1
2576,35,156.16,23.95,One Year,0
2577,23,105.35,90.24,Two Year,0
2578,35,60.64,83.56,Month-to-Month,0
2579,36,130.99,55.8,Month-to-Month,0
2580,39,27.26,61.99,Two Year,1
2581,54,78.71,47.96,Month-to-Month,1
2582,49,104.34,39.77,Two Year,0
2583,73,46.63,91.63,Two Year,0
2584,58,197.24,13.44,Two Year,0
2585,76,57.64,42.43,One Year,0
2586,20,43.46,35.11,Two Year,0
2587,45,56.64,50.32,Two Year,0
2588,27,158.43,46.31,Two Year,0
2589,68,96.59,52.37,One Year,0
2590,52,121.77,14.85,Month-to-Month,0
2591,78,23.78,51.8,One Year,0
2592,46,26.2,25.0,Two Year,0
2593,71,100.25,19.25,One Year,0
2594,32,167.0,7.42,Month-to-Month,0
2595,50,179.34,76.5,Month-to-Month,0
2596,24,35.61,43.32,Two Year,0
2597,29,116.91,63.04,Month-to-Month,1
2598,66,184.38,73.03,One Year,1
2599,47,89.84,68.25,One Year,1
2600,38,169.32,47.58,Month-to-Month,0
2601,48,44.07,39.4,Two Year,0
2602,75,188.37,38.22,Two Year,0
2603,78,155.26,64.36,One Year,0
2604,41,189.44,49.98,Month-to-Month,0
2605,37,141.79,85.06,One Year,0
2606,54,85.41,87.6,One Year,0
2607,21,188.87,17.89,One Year,0
2608,45,69.6,14.49,Two Year,1
2609,61,79.79,63.41,Month-to-Month,0
2610,79,146.15,30.82,Month-to-Month,1
2611,37,157.76,2.84,Two Year,0
2612,77,187.29,88.98,One Year,0
2613,41,56.86,23.46,One Year,0
2614,67,163.64,93.0,Two Year,0
2615,66,152.94,72.03,Month-to-Month,0
2616,68,31.48,76.5,Two Year,0
2617,49,89.7,20.94,Month-to-Month,0
2618,58,70.9,24.19,Month-to-Month,0
2619,53,74.81,52.61,Month-to-Month,0
2620,75,196.93,18.04,One Year,0
2621,70,135.7,31.24,One Year,0
2622,51,149.18,32.82,Two Year,1
2623,53,195.79,16.8,Two Year,0
2624,19,87.9,21.31,One Year,0
2625,32,164.33,79.07,Two Year,0
2626,51,98.22,17.55,One Year,1
2627,53,176.52,3.82,One Year,0
2628,23,52.52,63.31,Month-to-Month,0
2629,56,190.58,97.62,Month-to-Month,0
2630,59,59.38,33.79,One Year,0
2631,68,78.72,12.75,Month-to-Month,0
2632,68,156.11,57.47,One Year,0
2633,75,90.88,90.73,Month-to-Month,1
2634,71,129.48,78.62,Two Year,0
2635,78,100.02,62.63,Two Year,1
2636,29,153.63,32.19,One Year,1
2637,20,61.1,54.65,One Year,0
2638,62,30.52,10.03,Month-to-Month,0
2639,35,73.99,68.22,Month-to-Month,0
2640,57,105.38,72.78,One Year,1
2641,38,50.24,96.54,Two Year,0
2642,32,83.86,26.78,Two Year,0
2643,50,92.0,2.83,One Year,0
2644,52,30.33,55.02,Two Year,1
2645,43,125.0,70.97,One Year,0
2646,25,179.18,79.25,Month-to-Month,0
2647,53,47.31,20.18,Two Year,0
2648,65,127.61,26.91,Two Year,0
2649,47,139.65,51.75,Month-to-Month,0
2650,40,95.48,33.73,Month-to-Month,1
2651,59,146.2,86.19,Two Year,0
2652,61,93.93,47.9,Two Year,0
2653,31,110.83,80.16,One Year,0
2654,31,21.32,58.48,One Year,0
2655,19,144.51,77.54,Two Year,0
2656,72,139.04,33.93,One Year,0
2657,54,26.91,83.31,Month-to-Month,0
2658,22,86.29,28.18,One Year,0
2659,55,196.23,55.06,One Year,0
2660,62,95.73,22.19,Two Year,0
2661,58,110.35,48.08,One Year,0
2662,79,183.79,32.5,Two Year,0
2663,71,149.11,27.4,Two Year,0
2664,77,124.77,96.73,Two Year,0
2665,78,163.6,16.85,Month-to-Month,0
2666,64,175.59,78.95,One Year,0
2667,31,102.24,98.43,One Year,0
2668,73,105.52,2.97,One Year,1
2669,56,89.49,70.2,Two Year,0
2670,42,194.01,26.04,Month-to-Month,0
2671,37,145.49,5.01,Two Year,0
2672,19,34.98,40.89,One Year,0
2673,56,175.33,93.59,Two Year,0
2674,23,106.5,2.16,Two Year,0
2675,34,32.38,59.2,One Year,0
2676,76,118.95,50.64,Two Year,0
2677,42,95.09,87.47,Two Year,0
2678,74,177.99,9.32,Month-to-Month,0
2679,45,56.72,68.47,Two Year,0
2680,19,168.76,68.33,Month-to-Month,1
2681,52,120.38,67.24,One Year,0
2682,54,29.83,94.29,Month-to-Month,0
2683,22,194.93,82.49,Two Year,0
2684,18,112.27,5.16,One Year,0
2685,57,72.36,47.64,Two Year,0
2686,29,104.49,40.4,Two Year,0
2687,73,174.41,31.7,Month-to-Month,0
2688,53,74.88,45.68,Two Year,0
2689,62,54.68,39.04,Month-to-Month,0
2690,40,43.23,43.8,One Year,0
2691,64,73.61,97.95,One Year,1
2692,48,160.41,9.77,Two Year,0
2693,28,104.89,92.3,Month-to-Month,1
2694,27,60.95,48.54,Two Year,0
2695,20,49.91,62.75,Two Year,1
2696,71,79.89,83.19,Two Year,0
2697,31,189.19,36.69,Two Year,0
2698,33,81.74,43.61,Month-to-Month,0
2699,27,197.86,41.54,Two Year,0
2700,46,107.34,38.1,One Year,0
2701,27,52.25,92.63,Month-to-Month,0
2702,29,180.41,83.06,Two Year,1
2703,47,102.86,11.79,Month-to-Month,0
2704,58,147.74,11.7,Two Year,0
2705,18,197.07,43.36,One Year,0
2706,22,29.03,10.77,One Year,0
2707,37,37.41,62.29,One Year,0
2708,25,149.68,15.23,Month-to-Month,0
2709,60,70.73,52.71,One Year,1
2710,29,53.17,1.71,Two Year,0
2711,18,27.09,32.34,Two Year,0
2712,74,23.93,68.04,Two Year,0
2713,71,159.41,48.92,Month-to-Month,1
2714,37,44.2,97.85,Month-to-Month,0
2715,45,104.19,87.54,One Year,1
2716,74,129.06,36.55,Month-to-Month,0
2717,60,97.1,5.5,Two Year,0
2718,54,24.88,84.72,Two Year,0
2719,64,161.03,91.21,Two Year,0
2720,54,21.89,82.24,Month-to-Month,0
2721,29,157.14,13.67,Two Year,0
2722,54,180.79,99.79,One Year,0
2723,66,97.91,26.6,Month-to-Month,1
2724,66,116.4,72.7,Two Year,1
2725,73,105.86,90.9,Two Year,1
2726,61,90.06,24.33,Month-to-Month,1
2727,73,179.74,90.92,Month-to-Month,0
2728,45,180.91,31.64,One Year,0
2729,64,80.45,97.66,Month-to-Month,1
2730,32,130.71,28.84,Two Year,0
2731,23,186.84,95.39,One Year,0
2732,61,193.17,6.3,Two Year,0
2733,76,111.61,71.22,Two Year,0
2734,78,101.51,53.68,Two Year,0
2735,37,70.16,48.31,Month-to-Month,0
2736,67,192.6,23.13,Month-to-Month,0
2737,31,45.71,70.85,Two Year,1
2738,19,124.37,19.89,Month-to-Month,0
2739,26,70.86,55.73,Two Year,0
2740,54,70.22,26.07,Month-to-Month,0
2741,37,92.89,95.61,Month-to-Month,1
2742,43,199.78,3.83,Month-to-Month,0
2743,46,29.89,20.77,One Year,0
2744,18,124.14,24.99,Month-to-Month,1
2745,72,34.86,41.99,One Year,0
2746,52,47.81,24.04,One Year,1
2747,23,99.12,49.64,One Year,0
2748,54,111.88,87.37,Two Year,0
2749,70,66.58,71.49,Month-to-Month,0
2750,76,76.96,58.42,Two Year,0
2751,22,35.65,9.81,One Year,0
2752,50,74.58,69.71,Month-to-Month,1
2753,66,193.98,17.48,Two Year,1
2754,68,190.05,78.85,One Year,1
2755,31,80.28,25.76,Two Year,0
2756,29,122.75,42.29,Two Year,1
